Nº,Nombre legal,Nombre comercial,Nombre abreviado,Código fiscal,Tipo,Idioma,Estado,Razón de cambio,Fecha de fundación,Registro (número),Registro (ciudad),Objeto social,Observaciones,Categoría,Grupo Empresarial,Empresa padre,Productos,Servicios,Marcas,Certificaciones,Blog,Linkedin,Facebook,Twitter,Skype,Web,Número de impuestos,Saludo,País,Región,Provincia,Código postal,Localidad,Localidad (extensión),Dirección,Ap. Postal (número),Ap. Postal (código postal),Ap. Postal (ciudad),E-Mail 1,E-Mail 2,Teléfono 1,Teléfono 2,Móvil 1,Móvil 2,Fax 1,Fax 2,Código industrial,Código industrial,Rangos de empleados,Empleados 2018,Empleados 2017,Empleados 2016,Empleados 2015,Empleados 2014,Rango de facturación,Facturación 2018,Facturación 2017,Facturación 2016,Facturación 2015,Facturación 2014,Subsidiarias,Socio,Socio (Nr.),Membresía (Tipo),Membresía (Cargo),Cuota (Precio),Moneda de pago,Observaciones,Fecha de inicio,Fecha de fin,Razón de finalización,Factura (número),Factura (fecha),Factura (producto),Factura (valor),Pago (fecha),Pago (estado),Ejecutivo de Cuenta:,Origen del capital,Tamaño de empresa,+,-,+,-,+,-,+,-,+,-,Notas:,Observaciones,Administrador,Contacto principal,Contacto clave,Dirección General,Operaciones,Investigación,Administración,Marketing,RRHH,Finanzas,Ventas,Jurídica,Logística,Producción,Comunicación,Soporte al Cliente,IT
258,"Internacional de Mudanzas, S.A",INTERMUD,INTERMUD,207,Empresa,ES,1,,16/02/1983,,,,,Servicios,,,,customs / logistics / multimodal transport,Movers,,,,https://www.facebook.com/Intermud/,,,https://www.intermud.com,406668-5,,GT,,,,Guatemala,Guatemala,"20 Avenida 18-01 Zona 11, Ciudad, Guatemala",,,,intermud@intermud.com,,24156815,,,,,,,,de 26 a 100,60,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,28/05/1998,01/01/1800,,,,,,,,"Ramírez,Mariana",sin definir,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"International Business Academy, S.A",INTERNATIONAL BUSINESS ACADEMY,INTERNATIONAL BUSINESS ACADEMY,821,Empresa,ES,1,,15/10/2005,,,,,Servicios,,,,corporate business online classes,Consultants/Training,,,International Business Academy,https://www.facebook.com/Ibagua/,@ibagua,,https://www.iba.gt,4318002-7,,GT,,,,Guatemala,Guatemala,"Ruta 2, 3-63 Zona 4, Edificio Campus Tecnológico 1, Oficina 205, Ciudad, Guatemala.",,,,info@iba.gt,,23810800,,,,,,,,de 1 a 25,25,,,,,,,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,08/04/2006,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"Intertek de Guatemala, S.A",INTERTEK GUATEMALA,INTERTEK GUATEMALA,1282,Empresa,ES,1,,01/01/2002,,,,,Servicios,,,,"calibration, health and safety consulting and training, auditing and monitoring, textile testing, inspection and certification.",Auditing & Consulting Firm,,,,https://www.facebook.com/Intertekespanol/?brand_redir=130029937118990,,,https://www.intertek.com,4445960-2,,GT,,,,Guatemala,Guatemala,"46 Calle 21-53 Zona 12 Complejo Expobodegas Petapa 46 Edificio No.10, Ciudad Guatemala",,,,,,23035800,,,,,,,,de 101 a 250,118,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,28/06/2013,01/01/1800,,,,,,,,"Requena, Annemarie",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"Inversiones Inmobiliarias el Bosque, S.A","INVERSIONES INMOBILIARIAS EL BOSQUE, S.A.","INVERSIONES INMOBILIARIAS EL BOSQUE, S.A.",520,Empresa,ES,1,,01/01/1800,,,,,Servicios,,,,,Real State Services,,,,,,,https://www.europlazaworld.com,564694-4,,GT,,,,Guatemala,Guatemala,"5a. Avenida 5-55 Zona 14, Edif. Europlaza WBC Niv. 11, Oficina 1103 Torre 2, Ciudad, Guatemala.",,,,lissette@europlazaworld.com,,23854343,22099200,,,,,,,de 1 a 25,25,,,,,,,,,,,,1,,Empresarial,,,GTQ,,20/05/2002,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Mediana,"País:El Salvador |
Ciudad: ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"Importaciones, Ventas, Exportaciones, S.A",IVESA,IVESA,210,Empresa,ES,1,,21/05/1964,,,,,Comercio,,,,venta de vehículos mazda,Automobile Parts Import/Export/Retail,,,,https://www.facebook.com/ivesamazdaguate/,,,https://www.ivesamazda.com.gt,33252-6,,GT,,,,Guatemala,Guatemala,"Calzada Roosevelt Km. 14 Zona 11, Ciudad, Guatemala",,,,delaroca@ivesa.com,,22297000,,,,,,,,de 26 a 100,30,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,15/05/1998,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Mediana,"País:Guatemala |
Ciudad: ","País:Japan |
Ciudad: ","País:El Salvador |
Ciudad: ",,"País:Honduras |
Ciudad: ",,"País:Nicaragua |
Ciudad: ",,"País:Costa Rica|
Ciudad: ",,,,,,,,,,,,,,,,,,,,
263,"Jacot Textile, S.A","JACOT TEXTILE, S.A","JACOT TEXTILE, S.A",1537,Empresa,ES,1,,01/01/1800,,,,,Comercio,,,comercialización de repuestos y maquinaria textil,,Textile Manufacturers,,,,,,,https://www.jacottextile.net,3571190-6,,GT,,,,Guatemala,Guatemala,"Calzada Concepción, 5-26, zona 6, Centro Comercial Villa Nueva, local 12",,,,jactoguatemala@jacottextile.net,,66355094,,,,,,,,de 1 a 25,4,,,,,"USD$101,000 - 1,200,000",,,,,,,1,,Empresarial,,,GTQ,,19/01/2018,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Mediana,"País:United States |
Ciudad: ","País:China |
Ciudad: ","País:Honduras |
Ciudad: ","País:Germany |
Ciudad: ",,"País:Spain|
Ciudad: ",,"País:Italy |
Ciudad: ",,"País:Netherlands |
Ciudad: ",,,,,,,,,,,,,,,,,,,
264,"Bonampak, S.A",JADE MAYA,JADE MAYA,675,Empresa,ES,1,,01/06/1974,,,,,Comercio,,,jade y joyería,,Jewerly,,,,https://www.facebook.com/jademaya,,,https://www.jademaya.com,5579751-2,,GT,,,,Sacatepequez,Antigua,"4a Calle Oriente No. 34 La Antigua Guatemala, Guatemala",,,,gerencia@jademaya.com,,79312400,,,,,,,,de 101 a 250,120,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,13/10/2004,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Mediana,,"País:United States |
Ciudad: ",,,"País:United States |
Ciudad: ",,,,,,,,,,,,,,,,,,,,,,,,
265,Jaguar Energy Guatemala LLC,JAGUAR ENERGY GUATEMALA LLC,JAGUAR ENERGY GUATEMALA LLC,942,Empresa,ES,1,,07/05/2010,,,,,Industria,,,,generación de energía eléctrica,Electrical Power Generation,,,,,,,https://www.jaguarenergy.com.gt,5864570-5,,US,,,,Guatemala,Guatemala,"Avenida Reforma 9-55 Zona 10 Edificio Reforma 10, Oficina 1101,  Nivel 11",,,,info@jaguarenergy.gt,,22298400,,,,,,,,,150,,,,,"Más de USD$5,000,001",,,,,,,1,,Empresarial,,,GTQ,,10/07/2008,,,,,,,,,"Ramírez,Mariana",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"Jardines Mil Flores, S.A","JARDINES MIL FLORES, S.A.","JARDINES MIL FLORES, S.A.",211,Empresa,ES,1,,25/05/1965,,,,,Agro-industria,,,produccón y exportación de semillas de flores ornamentales,,Agricultural Products/Agrochemicals/Machinery,,,,https://www.facebook.com/jardinesmil.flores,,,,57633-6,,CH,,,,Guatemala,Amatitlán,"Km. 28.5 Carretera al Pacífico, Cantón Ingenio,Amatitlán, Guatemala.",,,,guatemalaflowers@syngenta.com,,66280300,,,,,,,,de 251 a 500,500,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C03,El producto no tiene precio para el país del cliente,GTQ,,14/02/2000,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"J & A Consultores, S.A.",JÁUREGUI & ASOCIADOS,JAUREGUI & ASOCIADOS,1184,Empresa,ES,1,,24/04/2012,,,,,Servicios,,,,legal services,Attorney and legal consultants/Law Firm,,,Jauregui & Asociados,,,,https://www.jauregui.com.gt,7857284-3,,GT,,,,Guatemala,Guatemala,"5a. Avenida 7-76 Zona 10, Ciudad, Guatemala",,,,contacto@jauregui.com.gt,,2362-5797,,,,,,,,,10,,,,,"USD$1,201,000 - 5,000,000",,,,,,,1,,Empresarial,,,GTQ,,04/05/2012,,,,,,,,,"Requena, Annemarie",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"JC Penney de Guatemala, S.A",JCPENNEY,JCPENNEY,1205,Empresa,ES,1,,01/01/1911,,,,,Comercio,,,,"retail products for women , men , kids, and household products.",Department Stores,,,,https://www.facebook.com/jcp/,,,https://www.jcpenney.com,705853-5,,US,,,,Guatemala,Guatemala,"5a. Avenida 5-55 Zona 14, Torre 2  Nivel 7 Of. 702, Europlaza World Business Center, Ciudad, Guatema",,,,mescob15@jcp.com,,23824015,23824016,,,,,,,de 1 a 25,11,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C03,El producto no tiene precio para el país del cliente,GTQ,,16/08/2012,01/01/1800,,,,,,,,"Ramírez,Mariana",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,José Miguel Valladares Urruela,JOSÉ MIGUEL VALLADARES URRUELA,JOSÉ MIGUEL VALLADARES URRUELA,1514,Individual,ES,1,,01/01/1800,,,,,Servicios,,,,,Attorney and legal consultants/Law Firm,,,,,,,,829061-K,,GT,,,,Guatemala,Guatemala,"13 Calle 2-60 Zona 10, Edificio Topacio Azul Oficina 407, Ciudad, Guatemala.",,,,valladares@vyplegal.com,,30160695,,,,,,,,,0,,,,,"Menos de USD$100,000.00",0,,,,,,1,,Individual,,,GTQ,,27/06/2017,01/01/1800,,,,,,,,"Ramírez,Mariana",Multinacional,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"Kellogg de Centro América, S.A",KELLOGG´S,KELLOGG´S,214,Empresa,ES,1,,01/02/1970,,,,,Industria,,,cereal & cereal bars,,Food Products Manufactureres and Distributors,,,,https://www.facebook.com/KelloggsGuatemala/?brand_redir=689403891124764,,,https://www.kellogg.com,83588-9,,US,,,,Guatemala,Guatemala,"Boulevard Los Próceres 18 Calle 24-69 Zona 10, Edificio Empresarial Zona Pradera, Torre III Niv. 8 O",,,,iris.ibarra@kellogg.com,,24285700,,,,,,,,de 101 a 250,120,,,,,"Menos de USD$100,000.00",0,,,,,,1,,Empresarial,C03,El producto no tiene precio para el país del cliente,GTQ,,15/02/1995,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Grande,,"País:United States |
Ciudad: ",,"País:Mexico |
Ciudad: ",,,,,,,,,,,,,,,,,,,,,,,,,
271,"Comunicación Corporativa de Centro América, S.A",KETCHUM,KETCHUM,1404,Empresa,ES,1,,05/05/1998,,,,,Servicios,,,,public relations,Public Relations Agency,,,Comunicación Corporativa-ketchum,https://www.facebook.com/ComunicacionCorporativa/?ref=ts,@ComCorpCA,,https://www.cckcentroamerica.com,1493743-3,,CR,,,,Guatemala,Guatemala,"19  Av. 2-78 Zona 11, Distrito Miraflores, Of. 1011 Nivel 10, Ciudad, Guatemala.",,,,aaqueche@cckcentroamerica.com,,24740508,24743378,,,,,,,de 1 a 25,5,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C01,El producto no tiene precio para el país del cliente,GTQ,,03/07/2015,01/01/1800,,,,,,,,"Ramírez,Mariana",Multinacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Kimberly Clark Guatemala Limitada,KIMBERLY CLARK,KIMBERLY CLARK GUATEMALA,310,Empresa,ES,1,,01/01/1800,,,,,Comercio,,,health care products.,,Paper Products Manufacturers,,,,,,,https://www.kcc.com,950229-7,,US,,,,Guatemala,Guatemala,"Calzada Atanasio Tzul 47-79, Zona 12, Ciudad Guatemala",,,,info@kcc.com,,24123700,,,,,,,,,102,,,,,"Más de USD$5,000,001",,,,,,,1,,Empresarial,,,GTQ,,18/01/1999,,,,,,,,,"Ramírez,Mariana",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"Servicios de Ti, S.A",KIO NETWORKS,KIO NETWORKS,1285,Empresa,ES,1,,19/06/2012,,,,,Servicios,,,,technology services,Consultants/Training,,,Kio Networks,https://www.facebook.com/KIONetworksGuatemala/?brand_redir=160571767330653,@KioNetworks,,https://www.kionetworks.com.gt,7917487-6,,MX,,,,Guatemala,Mixco,"8a. Avenida 19-54, zona 4 de Mixco, Condado el Naranjo",,,,info@info.com,,23189100,,,,,,,,de 1 a 25,25,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C01,El producto no tiene precio para el país del cliente,GTQ,,15/07/2013,01/01/1800,,,,,,,,"Requena, Annemarie",,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"Klynveld Peat Marwick Goerdeler, S.A",KPMG EN GUATEMALA,KPMG EN GUATEMALA,19,Empresa,ES,1,,01/01/1926,,,,,Servicios,,,,"fiancial statements audit, bookeeping, tax advisory, fiscal credit devolution, mergers and acquisitions, human resources asvisory, it advisory, internalaudit, financial risk management, corporate finance, business perfomance advisory.",Auditing & Consulting Firm,,,,https://www.facebook.com/KPMG,,,https://www.kpmg.com,8848262-6,,CH,,,,Guatemala,Guatemala,"7a. Avenida 5-10 Zona 4, Edificio Centro Financiero T.1 Niv. 16, Ciudad, Guatemala.",,,,gt-fmkpmg@kpmg.com,,22915100,,,,,,,,de 101 a 250,188,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C03,El producto no tiene precio para el país del cliente,GTQ,,24/11/2004,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"Kron, S.A","KRON, S.A.","KRON, S.A.",1384,Empresa,ES,1,,01/01/1992,,,,,Comercio,,,"chocolateria premium, salsa picante, bebidas no lacteas, bebidas energizantes, snacks, productos sin gluten",,Food Products Manufactureres and Distributors,,,,https://www.facebook.com/ChocolatesKron/,,,,2750896-k,,GT,,,,Guatemala,Guatemala,"Boulevard Los Próceres 4-96 Zona 10, Local 16 Plaza Cemaco, Ciudad, Guatemala.",,,,nikolas@kronguatemala.com,,23635842,23673876,,,,,,,de 1 a 25,7,,,,,"Menos de USD$100,000.00",0,,,,,,1,,Empresarial,C03,0 GTQ | 0 USD | ,GTQ,,25/02/2015,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Empresa La Gratitud S.A,SAM,SAM,1500,Empresa,ES,1,,17/09/2008,,,,,Industria,,,species and condiments,,Food/Products/Manufacturers and Distributors,,,,https://www.facebook.com/alimentossam/,,,https://alimentossam.com/,6569813-4,,GT,,,,Guatemala,Guatemala,"12 Calle 2-70, Zona 2 Residenciales Santa Delfina, Ciudad, Guatemala",,,,info@alimentossam.com,,22540749,,,,,,,,,15,,,,,"USD$101,000 - 1,200,000",,,,,,,1,,Empresarial,,,GTQ,,22/02/2017,,,,,,,,,"Ramírez,Mariana",Nacional,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"Importadora Servicom, S.A",LA MODA OUTLET,LA MODA OUTLET,1355,Empresa,ES,1,,29/11/2013,,,,,Comercio,,,,,Clothes Imports/Distributors,,,,https://www.facebook.com/LaModaMarcas/,,,https://www.lamodaoutlet.com,8427544-8,,GT,,,,Guatemala,Guatemala,"Km 19.5 36-75 zona 1 Mixco, Carretera Antigua Guatemala Bodega 4 y 5",,,,ventaslatinoamerica@lamodaoutlet.com,,23033888,,,,,,,,de 26 a 100,70,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C03,0 GTQ | 0 USD | ,GTQ,,22/08/2014,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,La Seguridad Global S.A,LA SEGURIDAD GLOBAL S.A.,LA SEGURIDAD GLOBAL S.A.,1507,Empresa,ES,1,,01/09/1999,,,,,Comercio,,,,security services,Security Consultants and Sevices,,,,,,,https://www.laseguridadglobal.com,1231757-8,,GT,,,,Guatemala,Villa Nueva,"Calzada Concepción, 5-26 Zona 6, Villa Nueva, Centro Comercial Plaza Villa, Nuevo local #8.",,,,info@laseguridadglobal.com,,66100100,,,,,,,,más de 1000,1000,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C03,0 GTQ | 0 USD | ,GTQ,,24/04/2017,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"Agroservicios de Guatemala, S.A","LAAD AMERICAS, N.V.","LAAD AMERICAS, N.V.",1502,Empresa,ES,1,,20/10/1969,,,,,Servicios,,"LAAD AMERICAS, N.V.",,agroindustrial sector financing,Financial & Banking Services,,,,,,,https://www.laadsa.com,9582570-3,,GT,,,,Guatemala,Guatemala,"5a Avenida 16-62 Zona 10, Edificio Platina Nivel 03, Oficina 302, Ciudad, Guatemala.",,,,guatemala@laadsa.com,,23662130,,,,,,,,de 101 a 250,108,,,,,,,,,,,"Agroservicios de Guatemala, S.A; ",1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,13/03/2017,01/01/1800,,,,,,,,"Ramírez,Mariana",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"Farmen, S.A",LABORATORIOS MENARINI CENTROAMERICA,LABORATORIOS MENARINI CENTROAMERICA,154,Empresa,ES,1,,01/01/1800,,,,,Industria,,,,pharmaceutical products.,Pharmaceutical Products,,,,https://www.facebook.com/MenariniCA/,,,https://www.menarini-ca.com,432345-9,,ES,,,,Guatemala,Guatemala,"10a. Calle 1-40 Zona 9 Ciudad, Guatemala",,,,info@menarini-ca.com,,24274700,,,,,,,,de 101 a 250,212,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C01,El producto no tiene precio para el país del cliente,GTQ,,05/11/1998,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"Labtronic, S.A","LABTRONIC, S.A.","LABTRONIC, S.A.",917,Empresa,ES,1,,12/07/2001,,,,,Servicios,,,,biochemistry and agricultural machinery,Medical/Hospital Equipment and Services,,,,https://www.facebook.com/labtronic.gt/,,,https://www.labtronic.com.gt,2665411-3,,GT,,,,Guatemala,Mixco,"14 Avenida 19-50 Zona 4 de Mixco Condado El Naranjo, Ofibodegas San Sebastián Bodega No. 29 Mixco, G",,,,info@labtronic.com.gt,,23762828,23762800,,,,,,,de 26 a 100,45,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,15/01/2008,01/01/1800,,,,,,,,"Ramírez,Mariana",sin definir,Mediana,"País:Guatemala |
Ciudad: ",,"País:El Salvador |
Ciudad: ",,"País:Honduras |
Ciudad: ",,"País:Nicaragua |
Ciudad: ",,"País:Costa Rica|
Ciudad: ",,,,,,,,,,,,,,,,,,,,
282,"International Dairy Products, S.A",LÁCTEOS INTERNACIONALES,"INTERNATIONAL DAIRY PRODUCTS, S.A.",1111,Empresa,ES,1,,01/02/1998,,,,,Comercio,,,productos lacteos,,Dairy Products,,,,https://www.facebook.com/lecheaustraliangt/,Leche Australian GT,,,5292045-3,,AT,,,,Guatemala,Guatemala,"Calzada Roosevelt  41-61 zona 11, Ciudad, Guatemala",,,,info@grupoaustralian.com,,24244000,,,,,,,,,9,,,,,"USD$1,201,000 - 5,000,000",,,,,,,1,,Empresarial,,,GTQ,,12/04/2011,,,,,,,,,"Ramírez,Mariana",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"Landmark de Guatemala, S.A.","LANDMARK DE GUATEMALA, S.A.","LANDMARK DE GUATEMALA, S.A.",924,Empresa,ES,1,,01/07/2002,,,,,Servicios,,,,"executiverecruiters serving multinational and established companies in the region specialized in managerial and directive positions, landmark services business in mexico, central america and colombia, hr consultants and executive services",Human Resources Consultants/Training/Recruitment,,,https://www.linkedin.com/company/2086,,,,https://www.landmarkguatemala.com,2975302-3,,GT,,,,Guatemala,Guatemala,"Boulevard Los Próceres 24-69 zona 10 Empresarial Zona Pradera Torre I Nivel 12 Oficina 1202, Ciudad,",,,,info@landmarkrrhh.com,,23757732,,,,,,,,,0,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Individual,C07,0 GTQ | 0 USD | ,GTQ,,25/03/2008,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"Latinalliance Guatemala, S.A",LATINALLIANCE GUATEMALA,LATINALLIANCE GUATEMALA,1523,Empresa,ES,1,,01/02/2010,,,,,Servicios,,,,,Attorney and legal consultants/Law Firm,,,www.linkedin.com/company/Socio00Socio6982Socio,https://www.facebook.com/latinalliance,,,https://www.latinalliance.co,6940907-2,,GT,,,,Guatemala,Guatemala,"12 Calle 1-25 Zona 10, Edificio Géminis 10 Torre Norte, 6° Nivel Oficina 611, Ciudad, Guatemala.",,,,guatemala@latinalliance.co,,2335-3217,,,,,,,,,7,,,,,"USD$101,000 - 1,200,000",,,,,,,1,,Empresarial,,,GTQ,,29/08/2017,,,,,,,,,"Requena, Annemarie",Nacional,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"La Legión Seguridad, S.A",LEGSESA,"LA LEGION SEGURIDAD, S.A.",1461,Empresa,ES,1,,18/11/2014,,,,,Servicios,,,comprehensive security services,,Security Consultants and Sevices,,,,,,,https://www.lalegion.gt,8831947-4,,GT,,,,Guatemala,Guatemala,"5a Calle 0-19 Zona 9, Ciudad, Guatemala.",,,,info@lalegion.gt,,22189500,,,,,,,,de 101 a 250,200,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,09/06/2016,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"Auditores y Consultores Asociados, S.A",LEVY INTERNATIONAL,LEVY INTERNATIONAL,1070,Empresa,ES,1,,01/01/1800,,,,,Servicios,,,,"audit services, accounting, tax and financial services.",Auditing & Consulting Firm,,,,,,,https://www.levyinternational.com,448513-0,,GT,,,,Guatemala,Guatemala,"7a. Av. 7-78 Zona 4 Oficina 209 Edificio Centroamericano, Ciudad Guatemala.",,,,info@levyinternational.com,,23314939,,,,,,,,de 1 a 25,25,,,,,"USD$101,000 - 1,200,000",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,24/06/2010,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Sergio Guillermo Enriquez Oliva,LICEO CRISTIANO ROCA DE AYUDA,LICEO CRISTIANO ROCA DE AYUDA,1430,Empresa,ES,1,,08/02/1995,,,,,Servicios,,,,educative services,Educative Services,,,,https://www.facebook.com/Licragt,@rocadeayudagt,,https://www.licra.edu.gt,129551-9,,GT,,,,Guatemala,Guatemala,"13 avenida 27-82b zona 5, Guatemala.",,,,oficina@rcg.gt,,22612400,24940366,,,,,,,de 101 a 250,115,,,,,"Más de USD$5,000,001",0,,,,,Sergio Guillermo Enriquez Garzaro; ,1,,Empresarial,,,GTQ,,16/12/2015,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,"Comercializadora y Productora de Bebidas Los Volcanes, S.A",LOS VOLCANES,LOS VOLCANES,1280,Empresa,ES,1,,01/01/1800,,,,,Industria,,,"bebidas carbonatadas no alcohólicas, agua pura",,Soft Beverages Manufacturers,,,,,,,,7430385-6,,US,,,,Guatemala,Guatemala,"Av. Reforma 9-55, Zona 10. Edificio Reforma 10, Edificio Reforma 10, Of. 503. Ciudad, Guatemala",,,,comunicacion@coca-cola.com.gt,,24991800,,,,,,,,más de 1000,1700,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C03,El producto no tiene precio para el país del cliente,GTQ,,18/06/2013,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"Grupo Solorzano de Lubricantes Industrializados, S.A",LUBRISOL,LUBRISOL,1342,Empresa,ES,1,,14/11/2008,,,,,Industria,,,lubricantes y grasas automotrices,,Petroleum Products,,,,https://www.facebook.com/GulfOilGuatemala/,,,https://www.lubrisaguatemala.com,6311647-2,,GT,,,,Guatemala,Guatemala,"Calzada Atanasio Tzul 22-00 Zona 12, Empresarial El Cortijo II, Ofibodega 117, Ciudad, Guatemala.",,,,info@lubrisaguatemala.com,,22153800,,,,,,,,de 1 a 25,25,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,24/06/2014,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"Maersk Guatemala, S.A","MAERSK GUATEMALA, S.A.",,228,Empresa,ES,1,,12/07/2012,,,,,Servicios,,,,logística de transporte marítimo,Shipping Services,,,Maersk Group,https://www.facebook.com/Maersk/,@Maersk,,https://www.maersk.com,7143222,,DK,,,,Guatemala,Guatemala,"13 Calle 3-40, Zona 10 Edificio Atlantis Of. 501 Ciudad, Guatemala",,,,mariasol.fernandez@maersk.com,,23797200,,,,,,,,de 26 a 100,46,,,,,"USD$1,201,000 - 5,000,000",,,,,,,1,,Empresarial,C03,El producto no tiene precio para el país del cliente,GTQ,,12/01/1995,01/04/2013,,,,,,,,"Requena, Annemarie",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"Calzado y Zapatos Magus de Guatemala, S.A",MAGUS,"CALZADO Y ZAPATOS MAGUS DE GUATEMALA, S.A.",628,Empresa,ES,1,,25/11/1960,,,,,Industria,,,"calzado de piel para niño, niña, dama y caballero",,Shoe Manufacturers/Distributors,,,,https://www.facebook.com/MagusMgs/,,,https://calzadomagus.com.gt,524219-3,,GT,,,,Guatemala,Mixco,"29 Calle 11-87, Lo de Bran I Zona 6 de Mixco, Guatemala",,,,magus@calzadomagus.com.gt,,22269000,,,,,,,,de 101 a 250,124,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,17/02/2004,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Mediana,,"País:Mexico |
Ciudad: ","País:Honduras |
Ciudad: ","País:Italy |
Ciudad: ","País:Costa Rica|
Ciudad: ","País:Colombia |
Ciudad: ",,"País:El Salvador |
Ciudad: ",,"País:United States |
Ciudad: ",,,,,,,,,,,,,,,,,,,
